status,p_value,morans_test_statistic,morans_I,Locus,gene_short_name,q_value,Module
OK,7.947008441937759e-9,5.651622699246956,0.022147098154711945,AT1G06200,AT1G06200,1.494238188805782e-8,NA
OK,5.721197400677636e-4,3.252427088490964,0.012498986972177068,AT1G06270,AT1G06270,8.832319909854417e-4,NA
OK,2.7331778251073328e-250,33.769851238827,0.13327163818837826,AT1G06400,AT1G06400,2.307429185315216e-249,NA
OK,1.17463629809835e-195,29.81704191515299,0.11764966056760803,AT1G06430,AT1G06430,8.39143685237979e-195,NA
OK,0.04633425191728164,1.6814862560257897,0.006071658866934016,AT1G06440,AT1G06440,0.061792491421562505,NA
OK,2.617544594769851e-5,4.044875703067838,0.015079437342460608,AT1G06475,AT1G06475,4.334543143514776e-5,NA
OK,3.5246023339867075e-33,11.94316132382276,0.04700388608636931,AT1G06515,AT1G06515,1.0162034956804724e-32,NA
OK,0.6420409251100392,-0.3639194638211943,-0.001501564066757093,AT1G06520,AT1G06520,0.6767616500255683,NA
OK,0,70.50115545091137,0.27842697940386435,AT1G06570,AT1G06570,0,3
OK,0.8488219464627683,-1.0313939707795015,-0.004228108981001181,AT1G06590,AT1G06590,0.8531519580376155,NA
OK,2.313476781904864e-63,16.762012268559737,0.06605481741663438,AT1G06690,AT1G06690,8.806928129557438e-63,NA
OK,8.429635925061235e-72,17.880080728377415,0.07047532659460458,AT1G06700,AT1G06700,3.4143379463046434e-71,NA
OK,0.4031495928176084,0.24520308780832134,7.599696271931394e-4,AT1G06710,AT1G06710,0.47313626917666485,NA
OK,1.9867860867259522e-9,5.8852897557026,0.023060499244684948,AT1G06770,AT1G06770,3.806552514969296e-9,NA
OK,4.8811308216339744e-26,10.488444160519675,0.04118301228145664,AT1G06800,AT1G06800,1.283424324517448e-25,NA
OK,6.467380675469302e-7,4.840753690604507,0.018909403256178348,AT1G06820,AT1G06820,1.1426890704589674e-6,NA
OK,0.27799584163807783,0.5888056082616566,0.0021015023508421738,AT1G06840,AT1G06840,0.3347789039285054,NA
OK,4.7868005019529637e-4,3.3027666747875544,0.012851136139401878,AT1G06900,AT1G06900,7.425467292934274e-4,NA
OK,1.011648985946168e-31,11.66071765215576,0.04588089410377127,AT1G06950,AT1G06950,2.869353148901413e-31,NA
OK,0.5107992153529289,-0.02707292533706364,-2.894224018095915e-4,AT1G06980,AT1G06980,0.5897290629195142,NA
OK,2.7966524074996053e-138,25.003550553100716,0.09862749368011153,AT1G07020,AT1G07020,1.625304748335641e-137,NA
OK,0,104.19462477775978,0.41144786594110294,AT1G07050,AT1G07050,0,1
OK,3.33874217619631e-30,11.359171559318492,0.04454204972335334,AT1G07090,AT1G07090,9.2527392069905e-30,NA
OK,4.8950559620202446e-17,8.307303738922705,0.032602989144724766,AT1G07220,AT1G07220,1.1100427628000613e-16,NA
OK,3.571183408086137e-20,9.125473013447756,0.035863196528647896,AT1G07230,AT1G07230,8.574209220357754e-20,NA
OK,0.23792758466122563,0.7129847896566885,0.0025549173381740086,AT1G07260,AT1G07260,0.2896674680308483,NA
OK,0.5736275547089993,-0.18561729402237861,-8.539208233858434e-4,AT1G07270,AT1G07270,0.6361184989365218,NA
OK,0.6172418671148381,-0.2982448858240474,-0.0012765119306198574,AT1G07290,AT1G07290,0.6596296604562034,NA
OK,0.07878295424784769,1.4133055307575564,0.005372645531066672,AT1G07380,AT1G07380,0.1024388045866639,NA
OK,6.673319812226779e-219,31.55934752290944,0.12453453071865762,AT1G07440,AT1G07440,5.143298096287844e-218,NA
OK,0.30609737878742044,0.5069430795416404,0.0017711068383870771,AT1G07450,AT1G07450,0.3659866476722255,NA
OK,9.235185579531044e-9,5.625749977586153,0.02177354806416202,AT1G07490,AT1G07490,1.7337794227685758e-8,NA
OK,0.6976917409913829,-0.5177732014041265,-0.0022290750071478948,AT1G07500,AT1G07500,0.7189105320186117,NA
OK,3.1673898598508584e-4,3.4168602146793616,0.013275280111826835,AT1G07520,AT1G07520,4.959206837140169e-4,NA
OK,0,153.4409716709671,0.6056115231456722,AT1G07590,AT1G07590,0,5
OK,9.526162597419537e-8,5.208353926818631,0.02035892609296683,AT1G07615,AT1G07615,1.7335260284534049e-7,NA
OK,2.817643376192512e-263,34.64329961889292,0.13667286176178436,AT1G07620,AT1G07620,2.488816448558765e-262,NA
OK,2.3292137195099443e-14,7.541150602689539,0.029606653602270425,AT1G07670,AT1G07670,5.025375273319229e-14,NA
OK,0.681453893236364,-0.47176825301067166,-0.001960323862917329,AT1G07740,AT1G07740,0.7057172566781471,NA
OK,1.158919355561097e-16,8.204380014279995,0.032216339965048996,AT1G07745,AT1G07745,2.6082090728692635e-16,NA
OK,1.943587676752252e-49,14.734209791685442,0.057996760545387355,AT1G07750,AT1G07750,6.604413646510573e-49,NA
OK,2.7805197396837497e-169,27.708203748352233,0.10927001161737947,AT1G07770,AT1G07770,1.8261736096761658e-168,NA
OK,1.7425462367660194e-30,11.415842792380053,0.04485854633293167,AT1G07780,AT1G07780,4.856706554490918e-30,NA
FAIL,NA,NA,NA,AT1G07880,AT1G07880,1,NA
OK,0.6290834676075667,-0.32942686479839317,-0.001368747918341214,AT1G07885,AT1G07885,0.6679603337934841,NA
OK,2.851827355758158e-267,34.907586515486585,0.13776649698983773,AT1G07940,AT1G07940,2.544771583487338e-266,NA
OK,0.025954054833601737,1.9438950387112528,0.007480426612790604,AT1G07970,AT1G07970,0.03552433992686597,NA
OK,2.8456353152001908e-5,4.025258728978049,0.015703320996563068,AT1G07980,AT1G07980,4.707147056260735e-5,NA
OK,0.23927047659481918,0.708651203199695,0.0026109239266928277,AT1G08000,AT1G08000,0.291186306244502,NA
OK,1.6642393680859475e-5,4.149743617161779,0.016199199432944372,AT1G08010,AT1G08010,2.779648362118941e-5,NA
OK,0.006028387870682383,2.510478225923498,0.00972484659476545,AT1G08040,AT1G08040,0.0086986518105665,NA
OK,0,80.07214897602488,0.3162455832182015,AT1G08050,AT1G08050,0,5
OK,3.0089643541742627e-5,4.012106699612165,0.015647744288021247,AT1G08060,AT1G08060,4.971322262597871e-5,NA
OK,0.4749406009757309,0.06285596293390927,6.092469428175556e-5,AT1G08070,AT1G08070,0.5514041419425516,NA
OK,5.909933078470372e-20,9.0707517569771,0.035652285849973424,AT1G08125,AT1G08125,1.4142163072790217e-19,NA
OK,2.602773485778708e-4,3.4699502901298804,0.01349850302054856,AT1G08130,AT1G08130,4.0926092035361943e-4,NA
OK,1.0004846404917878e-4,3.7188940823531675,0.014503932128782598,AT1G08210,AT1G08210,1.6109029086921946e-4,NA
OK,1.4163161207710434e-8,5.551478706330789,0.021673402622563447,AT1G08220,AT1G08220,2.6455225888897656e-8,NA
OK,6.099080667563636e-168,27.59667425577116,0.10878233603674861,AT1G08230,AT1G08230,3.988563674248253e-167,NA
OK,1.0669477165061015e-161,27.071483840655336,0.10672241071991169,AT1G08250,AT1G08250,6.806179271456155e-161,NA
OK,3.2994343451484324e-5,3.990303908100565,0.015469658157785428,AT1G08270,AT1G08270,5.434309892542401e-5,NA
OK,5.1060441680772265e-14,7.438129555996001,0.02891813160560126,AT1G08290,AT1G08290,1.0933468108191305e-13,NA
OK,0.24588597257555547,0.6874932623216234,0.002517903992204467,AT1G08350,AT1G08350,0.29855313000526645,NA
OK,0,130.15404288869158,0.5134248834282217,AT1G08380,AT1G08380,0,6
OK,0.37463246107227455,0.31960877421052636,0.0010695286423513097,AT1G08400,AT1G08400,0.44196138526884654,NA
OK,0,47.22716175725555,0.18645172369391053,AT1G08450,AT1G08450,0,NA
OK,3.7297311985648583e-93,20.439437038507865,0.08059021690337512,AT1G08490,AT1G08490,1.7199847611048814e-92,NA
OK,2.164497813059171e-74,18.209625273078927,0.07177571447950164,AT1G08510,AT1G08510,8.914870291412958e-74,NA
OK,0.6547464523259474,-0.3981669919531948,-0.001661336511116491,AT1G08560,AT1G08560,0.6858499967084354,NA
OK,0.5716565245154093,-0.18059312708929268,-8.863799191936008e-4,AT1G08630,AT1G08630,0.6352548079214263,NA
OK,6.673396605413794e-66,17.106181344107622,0.06740733389426065,AT1G08640,AT1G08640,2.58554433655994e-65,NA
OK,8.651547289633695e-157,26.65126426047835,0.10504943874321156,AT1G08660,AT1G08660,5.414308488225677e-156,NA
OK,1.3006483648654068e-40,13.291268733036741,0.052335004673426354,AT1G08780,AT1G08780,4.0939758889966015e-40,NA
OK,1.2760849792926622e-112,22.52156122784993,0.08881552994532742,AT1G08820,AT1G08820,6.560881358181465e-112,NA
OK,0.6761014968660332,-0.4568247617837193,-0.0018941979446277914,AT1G08840,AT1G08840,0.7013634413820875,NA
OK,7.060449938314777e-18,8.534134086348132,0.03352874248062474,AT1G09010,AT1G09010,1.6279814353803948e-17,NA
OK,0.4632450835650037,0.0922616375454988,1.7837127145058082e-4,AT1G09020,AT1G09020,0.5384702988798962,NA
OK,1.600209580654356e-120,23.31395524126292,0.09060423501915388,AT1G09080,AT1G09080,8.543776327479727e-120,NA
OK,0,41.76194793394693,0.1648480903086301,AT1G09140,AT1G09140,0,NA
OK,0.17257731253424907,0.9440293992571895,0.003453227345405252,AT1G09157,AT1G09157,0.2145755165311335,NA
OK,0.59515915207183,-0.24083668490659343,-0.0011289490573053512,AT1G09190,AT1G09190,0.647105227323302,NA
OK,0.8774844615725801,-1.1625033200944568,-0.00476332237823186,AT1G09195,AT1G09195,0.8801502736325345,NA
OK,0.3845254377032239,0.29361661865234384,9.553554548708254e-4,AT1G09220,AT1G09220,0.4527578551308513,NA
OK,5.073104498610247e-7,4.888781391506945,0.019119010052963722,AT1G09230,AT1G09230,8.995942016986902e-7,NA
OK,5.804638808187269e-4,3.2483098458777184,0.012645021413662355,AT1G09280,AT1G09280,8.96000349770226e-4,NA
OK,6.831133186162104e-26,10.456634375098082,0.04111261151921497,AT1G09290,AT1G09290,1.7919073008837503e-25,NA
OK,1.5642879035856778e-262,34.59382650165189,0.1365222516723145,AT1G09330,AT1G09330,1.3787403340694545e-261,NA
OK,0.1378071812619855,1.090224275304417,0.0040776011879690025,AT1G09420,AT1G09420,0.17369506049282035,NA
OK,1.1074522770280121e-60,16.391075610755586,0.06457530181907882,AT1G09520,AT1G09520,4.134669014723165e-60,NA
OK,1.1085640330820855e-21,9.4942920238429,0.03724891731585355,AT1G09575,AT1G09575,2.728635548686431e-21,NA
OK,1.5957595736191998e-14,7.590305583061414,0.02979997079920845,AT1G09620,AT1G09620,3.453285908119069e-14,NA
OK,5.1774069353890855e-68,17.386980233033928,0.06848590595831919,AT1G09630,AT1G09630,2.0349807954540886e-67,NA
OK,1.5359871339201035e-92,20.37023546133757,0.0802839653296055,AT1G09660,AT1G09660,7.048692271963932e-92,NA
OK,9.674842200930162e-4,3.1000364268243774,0.012026515671537882,AT1G09680,AT1G09680,0.0014758725315504853,NA
OK,0,44.135668623373256,0.17412821277867957,AT1G09690,AT1G09690,0,NA
OK,1.5137381117807605e-20,9.217980705939645,0.036232765172008574,AT1G09730,AT1G09730,3.658849381383809e-20,NA
OK,0.031628581194324545,1.8573796305584591,0.007118286549544995,AT1G09810,AT1G09810,0.04290669049082384,NA
OK,4.993724283951322e-15,7.739416014720329,0.030392268189370724,AT1G09910,AT1G09910,1.091489279884583e-14,NA
OK,4.3710779963403243e-104,21.63324039389233,0.0843628698928692,AT1G09930,AT1G09930,2.1600764079002186e-103,NA
OK,0,39.20501020292863,0.15454355341608508,AT1G09950,AT1G09950,0,NA
OK,0.2575252313202184,0.6509938410627768,0.00237015548190326,AT1G09995,AT1G09995,0.3116323155827427,NA
OK,0.21592810691796652,0.786019242746643,0.002865680935048047,AT1G10000,AT1G10000,0.2645449557827579,NA
