Locus,logFC_proto,logCPM_proto,F_proto,PValue_proto,p_adj_proto,logFC_treat,logCPM_treat,F_treat,PValue_treat,p_adj_treat,de_type_treat,de_type_proto
AT1G01350,1.9155410909160866,5.3213510241190445,78.06016007096393,1.7118998977651274e-6,2.0278707716126142e-5,0.030630400986593496,5.3213510241190445,0.02236880669380158,0.883678048201257,0.9248874168089957,Not DE,Proto Up
AT1G01360,0.29004171257724,4.276631890566092,1.355913476349574,0.2676284660191825,0.3736769250020467,-0.1776328085497086,4.276631890566092,0.7018455220182837,0.41908530509605246,0.5492076072241173,Not DE,Not DE
AT1G01420,-2.703980442992212,3.425817987487753,20.828975522363116,7.081247979186065e-4,0.003168235379507471,0.9428208860993169,3.425817987487753,6.9332165967101815,0.02238272973251034,0.05923435141072147,Not DE,Proto Down
AT1G01430,-3.1824640516757374,4.887445547328769,90.96510108872157,7.785286169289704e-7,1.0581134221279906e-5,-1.3851912906495465,4.887445547328769,42.277083914591365,3.43230628683863e-5,6.173661973960518e-4,Not DE,Proto Down
AT1G01440,0.800578787966005,3.254169082695085,6.532666457943097,0.025758583227308698,0.05870876728634906,0.18968876466244894,3.254169082695085,0.4754521286648533,0.5040451669561243,0.6275982583377473,Not DE,Not DE
AT1G01470,3.5189052037584014,8.385060198708251,311.18246370513515,9.708071119528244e-10,6.049087067140135e-8,0.24607011293560485,8.385060198708251,1.6449290669736425,0.2246781528372132,0.346665281310539,Not DE,Proto Up
AT1G01480,3.3503190900544477,3.2584467268339865,62.88200593891017,5.086145470955172e-6,5.0309546448647524e-5,1.6206343841762767,3.2584467268339865,12.959579761461281,0.0038385811299660407,0.015956641042318302,Not DE,Proto Up
AT1G01490,-0.04920280360239708,7.670786665026829,0.06398483028168055,0.8047304535731016,0.8577231282657513,-0.02987026574172027,7.670786665026829,0.03187254424252343,0.8613865343563089,0.9096121539412135,Not DE,Not DE
AT1G01500,1.497906039148145,4.298088130879966,45.77250423418839,2.36712865516679e-5,1.8282759579139697e-4,-0.1673002530061285,4.298088130879966,0.6596868704497851,0.4330170860763273,0.5613287890331619,Not DE,Proto Up
AT1G01510,-0.5154598453009225,3.9318676087084676,2.6508664906570862,0.1303194630662213,0.2129569534193291,-0.7801466879518902,3.9318676087084676,9.74199601779798,0.009165835426250277,0.03050338933458113,Not DE,Not DE
AT1G01520,0.3382240521796104,1.5070651419819199,0.1470388136688334,0.7083139406875251,0.7826438103004925,0.6406243328279942,1.5070651419819199,0.8100300593989612,0.38640817923087156,0.5165675657888391,Not DE,Not DE
AT1G01540,-1.3669035497835569,5.026491969809224,22.707152259090837,5.046670865203563e-4,0.0023923845245357035,-1.0716756394466966,5.026491969809224,24.000443440526375,4.041516697930349e-4,0.0031986656415213524,Not DE,Proto Down
AT1G01550,1.6607253555347863,7.5584050325912395,83.76488208299239,1.1924537215464323e-6,1.4945625423835197e-5,-0.05349783709547625,7.5584050325912395,0.09954192548454324,0.7579818475760123,0.8361402616701187,Not DE,Proto Up
AT1G01560,3.209436079833843,3.5204833749692246,45.3411202176504,2.4750525234939473e-5,1.897623898778152e-4,2.4298124350341705,3.5204833749692246,23.179376160232827,4.6488881391282e-4,0.0035249990416336982,DC3000 Up,Proto Up
AT1G01610,-8.824716451166351,4.077202297659368,136.96703471952577,2.1354926216539038e-7,3.6708632826998418e-6,-0.9749635456303808,4.077202297659368,18.481572472874504,0.0013674664995660358,0.0075247965583613765,Not DE,Proto Down
AT1G01620,-0.7909446536207277,8.168048805507006,7.869561588270457,0.016343672808410876,0.0407098202820404,-1.9490044055648992,8.168048805507006,66.4669455955366,3.858428248620461e-6,1.6283940636354372e-4,Not DE,Proto Down
AT1G01630,-2.727555999948853,4.438267912401376,27.900240382960728,2.1698027697017702e-4,0.0011866452095906969,-0.34950475040506584,4.438267912401376,1.0993542903906464,0.3157555046465107,0.4459372158330471,Not DE,Proto Down
AT1G01650,1.570883224553342,5.63631119764875,32.08197535554894,1.1911133464285437e-4,7.202554039687463e-4,1.3392912024671892,5.63631119764875,26.703627802193576,2.607584735993299e-4,0.002357736658778878,Not DE,Proto Up
AT1G01670,-2.321922140157446,1.513737043709157,4.365286990209154,0.05941969720193091,0.11389277237374669,0.881010591498783,1.513737043709157,1.7181510660810395,0.21527976145062674,0.33572545891377636,Not DE,Not DE
